ID,3大都市圏か否か,世帯人員,就業人員,住居の所有関係,就業・非就業の別,年齢階級（5歳階級）,年齢階級（65歳未満か否か）,集計用乗率,年間収入（円）,消費支出額（合計）,食費,住居費,光熱・水道費,家具・家事用品費,被服及び履物費,保健医療費,交通・通信費,教育費,教養娯楽費,その他の消費支出
A6806,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,271,591","328,463","105,914",10,"25,009","14,850","23,248","20,397","59,858","29,355","39,446","10,372"
A6807,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,092,206","396,407","127,615",618,"28,151","16,053","16,383","48,819","28,988","52,440","8,045","69,290"
A6808,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,719,680","398,501","117,060","1,849","42,903","29,021","8,814","10,225","41,858","2,770","10,687","133,311"
A6809,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,929,065","394,229","92,381","1,098","16,416","6,218","6,801","15,358","42,956","2,821","15,144","195,031"
A6810,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,350,664","563,087","137,870","10,057","25,683","4,475","8,127","14,849","285,750","42,729","9,725","23,817"
A6811,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,397,674","269,415","108,921","5,141","20,979","9,520","22,992","12,755","16,447","5,805","42,925","23,924"
A6812,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,548,316","380,314","107,032",456,"29,326","33,193","13,702","54,231","26,418","5,407","12,579","97,966"
A6813,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,688,675","254,795","56,402","12,237","16,224","6,852","7,068","1,405","7,132","50,281","27,444","69,746"
A6814,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,465,987","315,216","91,469","11,751","19,764","4,142","5,361","11,505","34,748","1,903","101,383","33,186"
A6815,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,746,172","463,703","155,272",158,"34,155",792,"35,764","22,593","8,580","5,844","14,747","185,794"
A6816,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,931,632","218,520","98,587",259,"13,167","4,305","21,612","3,325","1,008","3,465","54,993","17,795"
A6817,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,057,253","401,297","83,824",70,"22,301","5,997","29,412","4,574","194,085","9,184","20,493","31,353"
A6818,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,482,487","468,531","92,335","6,567","22,363","5,258","16,781","25,888","1,930","233,037","16,752","47,615"
A6819,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"11,274,258","385,445","127,786","1,615","24,357","12,897","9,115","11,473","2,552","18,955","18,967","157,725"
A6820,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,754,850","233,409","72,507",209,"21,896","2,280","2,397","25,052","14,219","13,455","28,845","52,544"
A6821,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,424,143","230,103","108,546",39,"16,587","14,182","16,432","5,937","28,692","17,675","4,301","17,708"
A6822,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,978,751","454,052","94,966","2,153","35,406","8,373","3,315","3,744","49,051","1,229","128,714","127,096"
A6823,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,705,032","180,327","68,091","4,286","13,456","5,568","9,886","7,902","22,295","11,251","24,224","13,365"
A6824,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,259,519","417,487","134,725","2,078","9,656","12,252","90,588","38,947","67,244","8,578","31,602","21,812"
A6825,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,350,761","561,957","61,074","1,840","40,298","8,973","5,498","8,892","43,240","70,575","65,857","255,704"
A6826,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,807,934","367,363","88,425",590,"21,463","2,473","7,876","4,147","38,726","7,994","21,727","173,939"
A6827,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,274,183","285,862","95,707","2,924","36,907","2,602","4,644","4,705","4,905","27,475","28,771","77,218"
A6828,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,184,908","268,886","45,029","31,191","10,966","1,029","39,079","22,235","15,119","4,435","11,760","88,037"
A6829,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,079,854","375,513","113,651","13,612","18,332","16,692","2,074","2,119","16,284","17,086","105,793","69,866"
A6830,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,907,318","355,902","91,446",154,"25,170","20,908","6,952","6,256","124,169","3,503","46,941","30,399"
A6831,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"11,402,636","413,639","103,482",588,"34,221","10,480","8,363","12,282","28,129","7,299","32,577","176,214"
A6832,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,425,607","339,802","99,186","2,288","32,020","2,264","14,164","17,156","29,145","16,059","31,433","96,082"
A6833,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,555,265","328,879","110,527","27,735","25,170",716,"10,259","8,894","67,104","19,012","32,473","26,984"
A6834,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,648,727","409,993","91,580","25,977","16,417","15,491","6,086","1,942","68,222","4,706","55,798","123,770"
A6835,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,598,081","359,490","53,409","24,336","9,830","14,911","6,929","12,894","10,202","123,612","44,794","58,569"
A6836,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,121,940","352,851","155,083","7,108","24,205","11,175","5,433","71,697","29,630","1,052","12,499","34,966"
A6837,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,994,523","389,266","88,229",264,"23,932","14,873","28,335","10,975","14,384","148,607","18,794","40,868"
A6838,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,751,717","875,506","194,969","15,424","16,409","12,900","11,535","8,090","115,032","11,058","10,885","479,200"
A6839,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,519,249","279,383","114,815",73,"27,446","3,237","19,574","16,522","13,994","17,015","49,398","17,304"
A6840,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,296,759","427,290","98,523",462,"32,095","15,167","13,516","18,671","43,981","56,640","56,603","91,628"
A6841,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,583,113","203,072","88,021","1,486","21,092","5,207","15,908","1,959","18,135","6,536","22,979","21,744"
A6842,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,768,497","271,865","53,601","4,449","12,182","12,862","8,914","32,290","29,488","3,630","8,966","105,481"
A6843,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,849,382","230,010","100,896",49,"15,523","5,559","7,055","1,601","7,171","6,364","22,178","63,610"
A6844,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,435,873","271,507","92,080","1,602","24,153","4,848","12,026","15,318","52,746","34,704","18,721","15,305"
A6845,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,888,180","283,625","61,361","1,872","29,326","1,058","14,294","2,529","99,002","19,288","23,098","31,791"
A6846,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,167,586","373,798","93,386","9,542","22,637",750,"46,748","32,875","29,323","13,189","39,613","85,731"
A6847,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,507,597","232,109","97,731",301,"21,561","1,198","9,802","8,996","9,266","22,988","28,901","31,361"
A6848,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,072,008","381,957","93,088",653,"24,276","1,723","19,470","18,768","61,088","104,469","5,113","53,306"
A6849,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,138,782","291,110","68,308","10,433","28,185","1,830","11,798","37,069","42,035","17,400","12,391","61,655"
A6850,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,737,964","473,310","109,430","102,121","24,254","8,333","11,065","22,311","49,352","32,018","8,903","105,519"
A6851,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,023,787","442,590","108,724",62,"23,435","15,352","12,389","5,015","3,147","173,506","58,756","42,198"
A6852,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,685,433","299,011","116,341",67,"45,130","47,371","1,650","4,049","6,488","5,939","34,033","37,939"
A6853,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,412,909","302,551","118,209","2,022","28,139","12,159","4,899","8,341","54,443","15,270","23,056","36,008"
A6854,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,907,503","511,186","201,161",126,"24,477","98,434","11,930","4,942","8,801","5,005","87,582","68,724"
A6855,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,042,641","520,743","99,053","7,965","35,650","1,829","13,902","22,367","8,149","30,092","30,610","271,120"
A6856,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,989,878","205,466","52,043",410,"13,677","6,215","28,494","2,715","1,357","7,173","47,468","45,909"
A6857,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,367,540","325,631","94,290","3,971","26,022","9,316","43,165","10,534","13,287","27,415","9,116","88,511"
A6858,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,109,124","403,164","100,257",92,"27,503","7,074","17,752","3,975","23,790","173,445","10,273","38,999"
A6859,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,259,536","496,962","149,807",289,"27,293","8,849","4,666","3,955","26,757","1,728","78,238","195,376"
A6860,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,833,232","484,531","140,152","5,296","20,456","6,919","3,792","17,289","60,573","10,220","12,697","207,132"
A6861,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,755,103","285,009","126,225",61,"22,752","16,251","6,127","4,295","37,194","16,266","29,550","26,283"
A6862,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,798,326","582,860","93,451","3,168","27,352","14,207","3,420","3,222","176,381","3,010","15,444","243,201"
A6863,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,617,445","297,862","76,473","13,281","22,566","2,769","14,428","32,852","69,499","40,083","6,662","19,244"
A6864,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,835,604","285,024","82,789",70,"27,605","3,492","4,507","11,031","9,675","16,433","18,549","110,868"
A6865,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,236,323","348,855","91,589","1,016","10,252","6,426","10,793","117,263","22,646","3,680","19,853","65,333"
A6866,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,722,371","356,303","63,818","1,636","9,547","2,477","39,571","4,807","62,976","9,195","12,244","150,027"
A6867,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,009,315","252,708","97,351","4,256","34,691","5,181","23,868","25,417","12,253","15,965","22,617","11,104"
A6868,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,649,901","343,353","173,387","16,758","12,703","15,841","18,493","17,587","15,827","4,116","17,044","51,593"
A6869,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,432,438","780,307","96,717","28,472","31,654","4,411","61,846","3,369","187,326","4,802","35,495","326,208"
A6870,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,104,903","354,947","90,212","9,010","12,360","2,170","13,127","9,769","86,724","7,034","15,717","108,818"
A6871,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,312,043","364,221","176,598",475,"35,236","8,730","10,785","3,566","1,650","12,506","42,593","72,078"
A6872,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,997,471","319,841","65,513","7,992","27,424","52,452","37,748","17,723","21,289","4,109","29,543","56,044"
A6873,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,556,774","416,156","90,099","13,075","18,534","72,259","7,650","8,511","9,654","7,177","5,886","183,305"
A6874,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,300,466","193,586","80,816",887,"20,772","3,129","19,295","5,513","24,121","11,494","15,203","12,351"
A6875,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,382,543","404,067","139,765",11,"31,843","13,027","11,152","14,222","45,484","1,481","12,393","134,684"
A6876,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,373,692","416,818","58,817",285,"14,249","2,347","6,358","9,940","57,322","17,443","179,609","70,443"
A6877,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,475,211","195,658","42,755",223,"15,184",935,"15,885","22,243","15,143","11,040","62,121","10,125"
A6878,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,567,367","224,376","94,844",562,"11,005","4,499","5,585","3,861","42,745","22,544","31,564","7,161"
A6879,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,942,345","453,407","133,320","6,796","29,870","4,548","33,949","57,608","29,004","52,282","42,028","63,997"
A6880,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"11,352,024","449,521","91,223","4,669","24,287","68,055","2,867","32,898","104,006","12,463","25,048","83,999"
A6881,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,477,879","720,047","105,842","12,959","22,431","1,557","27,653","14,252","448,726","36,356","23,712","26,554"
A6882,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,018,513","313,758","104,838",95,"38,028","1,875","14,159","28,128","28,554","29,060","40,320","28,698"
A6883,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,957,210","509,712","91,894","1,512","32,206","56,358","16,022","4,498","39,108",449,"12,395","255,266"
A6884,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,389,373","408,118","80,435","1,920","25,842","8,411","7,570","1,572","71,664","2,477","21,786","186,436"
A6885,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,679,260","346,838","87,867","1,691","22,795","1,937","2,483","22,789","91,463","6,266","79,587","29,955"
A6886,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,963,001","499,033","70,593","1,022","20,139","2,106","24,644","10,750","19,475","9,507","43,278","297,515"
A6887,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,454,677","323,415","197,300","1,100","37,633","1,064","6,496","4,197","4,528",552,"42,216","28,324"
A6888,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,735,914","1,110,199","152,010",287,"36,518","24,654","10,478","4,823","817,358","3,753","32,314","28,002"
A6889,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,445,986","318,301","92,915",543,"28,612","2,859","96,569","11,432","26,971","5,250","38,551","14,595"
A6890,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,276,476","425,009","130,553",61,"34,822","2,366","17,844","11,795","66,355","59,337","22,333","79,538"
A6891,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,236,324","685,383","87,823",281,"27,615","3,511","13,644","3,755","10,468","19,795","19,418","499,068"
A6892,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,095,627","423,208","129,920","4,121","24,975","7,165","31,066","8,166","14,295","95,171","26,959","81,366"
A6893,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,218,143","376,315","96,613","1,316","25,403",626,"9,406","1,665","25,342","64,679","6,756","144,504"
A6894,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"11,211,764","290,763","99,912","3,442","27,962","1,707","23,246","24,645","46,818","7,591","9,039","46,398"
A6895,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,490,867","481,290","220,637","1,324","13,884","2,186","3,983","7,492","188,457","7,418","10,111","25,793"
A6896,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,071,820","242,693","99,110","2,784","18,241","27,193","13,850","5,767","7,182","10,940","8,486","49,135"
A6897,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"11,181,428","284,591","69,319","4,810","27,769","1,779","5,883","11,868","88,106","26,966","30,329","17,758"
A6898,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,114,246","348,351","110,310","23,714","23,445","1,165","9,403","19,216","18,818","6,940","51,395","83,940"
A6899,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,655,629","645,324","59,861","1,711","13,649","5,087","13,717","3,029","81,458","38,858","30,023","397,927"
A6900,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,268,266","284,255","77,672",7,"26,823","3,137","25,684","26,626","41,685","3,315","39,373","39,928"
A6901,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"11,520,794","302,667","91,823","22,853","27,248","21,448","12,719","4,644","24,175","10,731","34,906","52,116"
A6902,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,204,989","375,741","198,053","1,706","30,329","36,960","4,473",910,"30,295","12,976","18,489","41,546"
A6903,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,007,888","333,269","81,426",39,"22,265","1,714","8,832","5,287","15,818","147,924","17,670","32,289"
A6904,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,350,971","308,630","84,389","6,182","23,671","15,964","3,140",767,"36,747","13,511","24,919","99,335"
A6905,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,604,277","454,693","108,256",702,"31,737","13,949","16,266","10,644","38,485","96,009","3,145","135,496"
A6906,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,221,748","510,971","126,925","43,328","42,289","14,312","30,066","17,899","2,169","58,774","64,357","110,847"
A6907,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"11,095,215","423,431","92,701","9,231","16,174","11,832","42,593","19,818","20,217","133,709","26,788","50,364"
A6908,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,154,123","257,500","102,958",891,"34,531","8,423","12,785","17,329","5,242","35,067","25,494","14,775"
A6909,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"9,974,267","214,541","62,149",149,"18,353","1,248","14,620","4,454","1,066","3,594","19,863","89,040"
A6910,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,7_55〜59歳,1_65歳未満,794.8369565,"10,347,628","986,520","64,612","2,423","16,680","2,276","12,020","1,323","356,075","4,721","40,247","486,139"
A6911,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,854.1971014,"7,960,166","382,567","59,116","1,327","16,434","25,186","3,990","3,500","14,553",252,"84,320","173,882"
A6912,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,854.1971014,"8,225,786","255,866","37,163","101,170","11,535","4,656","27,290","7,783","14,971","17,283","13,340","20,669"
A6913,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,854.1971014,"8,632,587","223,158","90,835","24,829","26,147","3,425","2,767","5,016","21,958",167,"32,823","15,185"
A6914,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,854.1971014,"7,911,241","518,679","97,264","5,145","17,176","1,784","6,651","1,583","17,490","1,308","39,557","330,716"
A6915,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,854.1971014,"9,187,209","211,043","88,353","18,109","21,921","2,362","13,545","3,990","14,259",70,"9,090","39,337"
A6916,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,854.1971014,"9,719,363","324,517","87,237","8,276","23,121","7,051","23,310","20,975","25,830","5,394","96,536","26,783"
A6917,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,854.1971014,"9,337,151","501,072","84,660","36,261","25,410","21,571","3,076","3,203","132,928","3,429","15,889","174,641"
A6918,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,854.1971014,"8,554,243","320,582","115,112","4,544","24,626","15,368","15,999","2,200","31,965","62,432","9,022","39,310"
A6919,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,854.1971014,"8,568,775","274,528","86,620","6,017","28,471","11,922","6,427","16,729","8,696","7,170","16,102","86,370"
A6920,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,854.1971014,"8,979,761","319,534","102,829","20,891","19,683","4,199","19,507","2,880","17,638",577,"9,758","121,567"
A6921,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,854.1971014,"7,936,487","454,759","117,328",281,"34,028","6,410","52,050",993,"19,076","1,743","107,267","115,577"
A6922,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,854.1971014,"9,918,633","216,961","99,291",18,"27,136","4,411","6,286",969,"22,963","13,866","15,572","26,445"
A6923,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,854.1971014,"8,283,788","246,881","91,411","13,049","32,337","62,903","2,700","2,068","3,469",988,"1,780","36,172"
A6924,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,854.1971014,"8,250,952","401,945","128,210","11,874","31,904","5,185","33,296","8,174","57,578",44,"104,991","20,683"
A6925,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,854.1971014,"8,451,170","274,303","90,171",356,"20,258","13,317","3,271","7,984","11,009","4,354","11,576","112,002"
A6926,1_3大都市圏,3_3人以上,2_2人以上,1_持ち家,1_就業,8_60〜64歳,1_65歳未満,854.1971014,"8,155,455","305,598","97,451","6,171","13,524","10,073","3,877","5,663","91,766","1,837","29,436","45,796"
