ID,世帯人員,就業人員,居住地域,住居の所有関係,就業・非就業の別,企業規模,未既婚,子ども有無,年齢階級（5歳階級）,年齢階級（65歳未満か否か）,集計用乗率,年間収入,消費支出額,食費,住居費,光熱・水道費,家具・家事用品費,被服及び履物費,保健医療費,交通・通信費,教育費,教養娯楽費,その他の消費支出,１ヶ月平均CM視聴率,CM視聴率の高低,割付（A/B）,購入意向
D344,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,5311869,296471,29011,2855,18673,1878,3968,24675,20362,0,17178,177866,10.5,中・低視聴率層,A,5
D345,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,5805454,228649,41088,193,13038,22420,4804,1199,62296,0,21004,62602,6.8,中・低視聴率層,A,2
D346,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,5832621,522374,45688,2260,10850,843,7986,12700,131448,0,20933,289661,0.5,中・低視聴率層,B,5
D347,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,5589309,269649,82027,1519,20922,22612,1458,241,9188,0,14174,117504,8.6,中・低視聴率層,B,4
D348,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,5854288,198239,60510,10581,16395,2613,14245,1915,1098,0,21577,69301,19,高視聴率層,B,2
D349,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,6463956,191772,63385,1394,16935,11776,23260,18860,21703,0,10296,24160,15.2,高視聴率層,A,1
D350,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,5536671,259157,75434,2286,23763,20193,66834,13719,10107,0,15596,31220,14.2,高視聴率層,B,4
D351,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,5392886,114196,63846,4116,16631,5542,737,1113,3997,0,8849,9361,14.5,高視聴率層,A,4
D352,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,572.8566434,6324844,305883,70046,1826,11141,457,3347,14567,15683,0,102925,85886,14.3,高視聴率層,B,1
D353,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5632259,201740,54908,28932,33153,1952,33558,14845,5538,0,4778,24071,10.7,中・低視聴率層,B,2
D354,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5698380,237666,53185,74056,19102,7861,1668,4812,6931,0,23923,46124,5.1,中・低視聴率層,B,3
D355,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5914234,313592,48160,5024,15943,4842,35461,9215,99141,0,56328,39473,7.7,中・低視聴率層,A,4
D356,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5647670,458780,62125,4481,15689,8625,9593,18189,194983,0,96510,48582,14.1,高視聴率層,A,2
D357,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5817982,126002,26503,911,9171,4488,8289,11618,6063,0,31247,27707,12,中・低視聴率層,A,5
D358,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,4861939,240655,27862,806,13872,34858,11466,2371,1568,0,18036,129812,11.1,中・低視聴率層,A,1
D359,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,4744356,169200,49986,5842,21427,13812,3493,18475,27760,0,19898,8503,19.7,高視聴率層,A,1
D360,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5403553,185804,45925,2550,13882,19510,16816,30570,11254,0,27706,17587,9.1,中・低視聴率層,B,5
D361,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5636480,390422,33981,5042,10513,4733,17343,11081,6980,0,123399,177348,2,中・低視聴率層,A,2
D362,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5339725,166357,52625,108,11170,17777,14147,6241,5906,0,24080,34299,17.8,高視聴率層,A,1
D363,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5594044,147021,52529,23129,16895,14868,3612,10436,2904,0,10643,12000,14,高視聴率層,B,1
D364,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5281645,379766,46849,1900,22520,24429,1909,7299,122058,0,20030,132767,11.8,中・低視聴率層,B,4
D365,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5822762,343895,80747,8906,27423,64288,11196,4993,74431,0,43121,28788,9.5,中・低視聴率層,B,2
D366,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5180303,117939,39354,2178,6461,21099,3594,10217,8877,0,7163,18992,18.7,高視聴率層,B,4
D367,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5313742,170669,80347,85,19998,856,801,8684,22643,0,9648,27604,15.4,高視聴率層,B,1
D368,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,6132852,190849,49759,969,11599,21421,18175,6103,45835,0,26887,10098,15,高視聴率層,B,5
D369,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5578847,163958,50432,1292,16870,5407,1121,8333,15695,0,29005,35798,5.4,中・低視聴率層,A,5
D370,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,6085825,214398,30835,14904,5796,18837,3972,22044,48333,0,53943,15729,9.9,中・低視聴率層,A,1
D371,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,6309153,663260,25824,415,10891,1917,6989,6533,185360,0,8374,416952,17.1,高視聴率層,A,2
D372,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5229297,158330,27575,283,36673,1956,12558,2110,27823,0,35775,13574,9.7,中・低視聴率層,A,5
D373,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5815969,332664,56666,34594,12757,43691,38444,4777,63656,0,39050,39026,16.1,高視聴率層,B,2
D374,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5748201,208887,54790,1684,15359,12328,6782,7315,37764,0,22065,50796,10.5,中・低視聴率層,B,5
D375,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5060632,275684,57224,52248,12574,20838,1317,9898,34863,0,28324,58395,7.2,中・低視聴率層,B,4
D376,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5293390,174672,37709,1057,33687,10046,3545,6352,36975,0,7661,37635,17.6,高視聴率層,B,5
D377,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5512914,319396,37299,2592,14673,15629,10080,5566,21747,0,64917,146889,15,高視聴率層,B,3
D378,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,6046389,130091,63118,4994,19979,7804,2258,4479,4833,0,11184,11439,15,高視聴率層,B,1
D379,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5504850,259431,75327,47793,20578,1050,45860,10149,25387,0,21581,11702,15.3,高視聴率層,B,3
D380,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5218691,554305,32780,601,9476,7008,708,6795,444777,0,41314,10842,11.4,中・低視聴率層,B,5
D381,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5519190,150130,49625,711,13864,12963,5083,4731,16754,0,11247,35147,15.9,高視聴率層,A,1
D382,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5217069,202924,52171,10701,14004,9125,4559,11898,54730,0,29098,16634,13.1,中・低視聴率層,A,3
D383,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5298927,295831,36224,917,14718,1454,17116,16076,118599,0,49465,41259,15.2,高視聴率層,B,4
D384,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5579301,256426,55739,903,10476,3347,909,6213,9907,0,19442,149486,14.9,高視聴率層,A,1
D385,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5664001,216454,55242,5622,15848,1919,62842,2680,43317,0,20762,8219,6,中・低視聴率層,A,4
D386,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5895131,281010,53076,45008,19525,12105,16906,51814,19409,0,13298,49866,16.7,高視聴率層,A,1
D387,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5094765,199693,40510,1075,16020,41776,10773,21384,11630,0,14660,41860,14.5,高視聴率層,B,3
D388,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5646796,265183,60482,1735,11411,21517,5865,2514,127263,0,20798,13595,5.6,中・低視聴率層,B,4
D389,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5321822,209146,112997,13318,30164,1265,7235,7282,21998,0,5522,9360,18.3,高視聴率層,A,3
D390,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,6527633,128390,69638,2430,15204,2416,3308,10448,5333,0,6812,12796,11.8,中・低視聴率層,A,1
D391,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5599182,202534,88439,5753,28454,2896,3661,3363,21162,0,20696,28107,15.6,高視聴率層,A,3
D392,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5873656,306953,56715,131276,21241,1341,7296,1960,13287,0,18180,55653,17.3,高視聴率層,B,4
D393,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5651467,199476,53663,2159,12787,3322,10303,8478,11113,0,5860,91787,15.5,高視聴率層,B,5
D394,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5007968,175850,55199,25943,19982,29730,459,11987,1802,0,19747,10997,13.3,中・低視聴率層,B,1
D395,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5564850,215843,51671,1244,11108,71497,1868,4785,12547,0,1225,59894,9.1,中・低視聴率層,B,2
D396,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5495760,357215,39903,1110,31236,6694,3123,26385,23379,0,148099,77281,14.5,高視聴率層,B,4
D397,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5966822,154471,42176,1982,11653,15678,17953,3587,22062,0,18587,20790,14.9,高視聴率層,A,3
D398,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5389366,190850,42190,287,21555,3650,1237,7630,9537,0,13321,91438,4.8,中・低視聴率層,A,5
D399,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5556613,256612,43460,60,13193,969,5952,6086,99885,0,26989,60013,15.6,高視聴率層,A,4
D400,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,6122750,163424,45045,3189,16177,6901,5029,10561,15210,0,41257,20052,10.3,中・低視聴率層,B,5
D401,2_2人,2_2人以上,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,545.3663845,5461307,159309,46653,12191,15725,17412,19321,8201,1064,0,13595,25142,15,高視聴率層,A,4
D402,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,629.0625,4861515,205152,56155,49838,14299,6521,6119,22178,26576,0,2455,21007,16.5,高視聴率層,B,4
D403,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,629.0625,5491318,174043,48134,45042,9024,6774,5359,4067,21299,0,9879,24460,17.5,高視聴率層,B,3
D404,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,629.0625,5432072,229150,40990,66529,12539,1582,22394,2938,21045,0,40408,20720,14.3,高視聴率層,B,5
D405,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,629.0625,5425635,281862,36376,54249,9313,6852,26470,1916,66622,0,12242,67818,14.7,高視聴率層,B,3
D406,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,629.0625,5567376,291102,61570,47515,16761,1720,1904,3892,65795,0,19672,72269,3.2,中・低視聴率層,A,4
D407,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,1_30歳未満,1_65歳未満,629.0625,5287921,191727,59881,38418,15327,3324,22705,9504,7807,0,21065,13691,4.6,中・低視聴率層,A,5
D408,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,629.0625,5697548,330408,53352,78183,10818,2240,20602,2201,22139,0,109641,31228,16.3,高視聴率層,A,1
D409,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,640.1478261,5524292,951781,22066,28409,12760,1328,8311,11564,24052,0,9139,834148,14.6,高視聴率層,B,4
D410,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,640.1478261,6140960,231304,53060,47443,12917,4606,1559,9840,12426,0,28087,61361,16.8,高視聴率層,B,5
D411,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,640.1478261,6002217,152546,41491,42277,11530,2162,9053,5904,12084,0,20227,7815,15.9,高視聴率層,B,1
D412,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,640.1478261,6045018,453281,57506,49206,14757,5314,1703,2285,197677,0,31185,93644,15,高視聴率層,A,5
D413,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,640.1478261,5896334,267599,39953,21916,10390,1199,39848,1163,123068,0,18370,11687,15.5,高視聴率層,A,5
D414,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,2_30〜34歳,1_65歳未満,640.1478261,6132691,219082,50071,31911,10102,5505,1613,28123,16638,0,27361,47755,13.8,中・低視聴率層,B,3
D415,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,640.1478261,5862647,1118940,35527,42198,12435,19962,9003,33722,50310,0,16970,898808,15.5,高視聴率層,A,5
D416,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,2_30〜34歳,1_65歳未満,640.1478261,6184099,475351,57579,47172,14309,6770,7996,1132,293711,0,21789,24889,13.4,中・低視聴率層,A,4
D417,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,2_30〜34歳,1_65歳未満,640.1478261,5695195,378909,31116,22470,11427,5936,17891,147010,2379,0,15029,125647,13.5,中・低視聴率層,A,3
D418,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,655.3058824,6398991,310470,49458,63774,10220,4710,4857,16786,28108,0,43933,88620,11.3,中・低視聴率層,A,1
D419,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,3_35〜39歳,1_65歳未満,655.3058824,6101688,283026,65857,43937,14459,2991,4749,7100,13014,0,46418,84497,13.5,中・低視聴率層,A,4
D420,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,655.3058824,6149355,212674,28924,50593,14690,7129,3806,3145,50988,0,10092,43302,16.7,高視聴率層,B,2
D421,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,655.3058824,6349928,267380,30900,38053,14980,1960,7086,12112,73702,0,9784,78799,14.2,高視聴率層,B,3
D422,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,655.3058824,6330140,264423,61972,41296,11474,2902,6937,953,86557,0,18467,33860,14.3,高視聴率層,B,3
D423,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,655.3058824,6286979,224848,33086,26533,10284,1492,3653,1414,42108,0,76132,30140,14.2,高視聴率層,A,2
D424,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,655.3058824,6288806,235795,37229,66724,10537,1895,5706,3073,44225,0,36607,29795,1.9,中・低視聴率層,B,5
D425,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,655.3058824,5841823,216033,24524,41099,10504,5019,3937,1267,62449,0,6854,60376,16.9,高視聴率層,B,3
D426,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,3_35〜39歳,1_65歳未満,655.3058824,5781178,193972,44027,39631,14864,9710,4114,37075,21202,0,5230,18116,8.5,中・低視聴率層,B,5
D427,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,3_35〜39歳,1_65歳未満,655.3058824,5890576,245068,50482,40743,16458,2911,8384,15295,54519,0,38334,17938,17.4,高視聴率層,B,2
D428,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,549.9361702,5298656,239736,47466,34551,10405,9059,15346,14144,36986,0,42040,29733,14.6,高視聴率層,A,1
D429,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,549.9361702,5703763,215912,48231,22972,9872,9501,5938,8577,27782,0,18016,65018,13.1,中・低視聴率層,A,4
D430,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,4_40〜44歳,1_65歳未満,549.9361702,5325580,238645,35093,40692,12602,22366,5415,3234,73997,0,25100,20142,10.1,中・低視聴率層,A,5
D431,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,4_40〜44歳,1_65歳未満,549.9361702,5244136,178108,39596,55198,10724,2343,5162,2341,25274,0,21379,16087,15.6,高視聴率層,A,2
D432,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,618,5252876,171445,56389,15515,14071,7608,4735,5019,37257,397,14625,15825,15.7,高視聴率層,A,2
D433,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,5_45〜49歳,1_65歳未満,618,5148595,222498,52962,29733,17637,3444,2577,4130,18407,519,2192,90894,16.4,高視聴率層,B,3
D434,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,5_45〜49歳,1_65歳未満,618,4906084,194758,16148,39464,14855,9520,2629,2114,23504,11,44845,41662,8.7,中・低視聴率層,A,3
D435,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,605.5223881,5669691,209594,56953,46318,11479,6605,4092,1703,32079,0,10167,40194,4.7,中・低視聴率層,B,1
D436,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,6_50〜54歳,1_65歳未満,605.5223881,5724469,193036,36416,25592,8823,2584,12688,2744,17598,0,14921,71665,15.8,高視聴率層,A,2
D437,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,668.4225352,4703925,173921,35791,23108,15056,9996,8653,2197,10464,450,28468,39732,17.7,高視聴率層,A,2
D438,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,668.4225352,5170545,127855,23145,37516,20104,7679,4558,7752,10811,8,9625,6653,4.8,中・低視聴率層,A,3
D439,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,668.4225352,4906519,352309,50529,19204,10472,3146,4711,5005,10606,87,5599,242946,14,高視聴率層,B,5
D440,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,7_55〜59歳,1_65歳未満,668.4225352,4556923,145718,38022,37363,13474,17463,4101,6221,11073,66,3512,14419,13.7,中・低視聴率層,A,5
D441,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,668.4225352,4884733,139367,31801,42735,10197,2324,1041,3121,12004,1526,25026,9587,19.5,高視聴率層,A,1
D442,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,668.4225352,4753106,169640,45859,17607,9364,2934,14027,6022,37361,305,13331,22827,15.5,高視聴率層,B,1
D443,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,668.4225352,4640478,224523,43016,45940,15757,2588,4631,3648,59466,157,3758,45557,7.6,中・低視聴率層,A,5
D444,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,7_55〜59歳,1_65歳未満,668.4225352,4751955,171272,46468,19777,15422,15440,4194,15330,21249,61,17387,15940,9.7,中・低視聴率層,B,5
D445,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,7_55〜59歳,1_65歳未満,668.4225352,4741000,399779,37829,87108,13325,661,2305,1751,13021,3,6838,236932,10.2,中・低視聴率層,A,1
D446,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,8_60〜64歳,1_65歳未満,661.0833333,4045449,236881,42534,24483,12196,4780,4605,6013,23458,0,4139,114668,9.1,中・低視聴率層,B,5
D447,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,661.0833333,4186682,155029,44484,22814,13993,3703,11443,38971,8031,0,3438,8149,5.6,中・低視聴率層,A,4
D448,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,中小企業,既婚,子ども有,8_60〜64歳,1_65歳未満,661.0833333,4419535,190495,37436,33030,14994,8172,2306,24212,25746,0,2433,42161,5.8,中・低視聴率層,A,2
D449,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,661.0833333,4181353,369000,43552,13556,11372,562,3864,2080,259463,0,15285,19262,17.1,高視聴率層,B,2
D450,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,661.0833333,4492647,143687,33048,31892,15159,3340,5275,6804,20094,0,19366,8704,19,高視聴率層,A,2
D451,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,8_60〜64歳,1_65歳未満,661.0833333,4191350,392536,41666,38815,15148,15567,241,30664,20192,0,23729,206512,14.4,高視聴率層,A,1
D452,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,517.4333333,5218613,220084,54513,11302,11596,4894,1475,7775,37348,0,9131,82045,8,中・低視聴率層,A,3
D453,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,517.4333333,4855055,247219,58473,94485,13041,5607,3169,27546,10972,0,7390,26531,18.8,高視聴率層,B,2
D454,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,517.4333333,4986459,219943,28032,28603,17504,4171,3831,14640,69205,0,25626,28327,14.1,高視聴率層,A,3
D455,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,517.4333333,4651159,181502,48632,31768,15962,10433,2309,16050,23527,0,4593,28223,14.1,高視聴率層,A,2
D456,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,517.4333333,4954045,151975,25240,20736,12248,1816,3958,6257,7219,0,54892,19603,16.6,高視聴率層,B,3
D457,2_2人,2_2人以上,都市圏,2_借家・借間,1_就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,517.4333333,4678371,266578,37489,71873,24470,4213,6846,5686,34942,0,57861,23193,15.2,高視聴率層,B,3
D458,3_3人以上,1_1人以下,都市圏,1_持ち家,1_就業,大企業,既婚,子ども有,1_30歳未満,1_65歳未満,534.6451613,3856187,114651,29193,22,14548,3634,2487,6874,29623,306,5496,22464,16.5,高視聴率層,A,2
