ID,従事産業,職業,企業規模,年齢階級(10歳階級）,集計用乗率,年間収入,消費支出額,食費,住居費,光熱・水道費,家具・家事用品費,被服及び履物費,保健医療費,交通・通信費,教育費,教養娯楽費,その他の消費支出
E2078,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10024000,464360,153043,444,16960,8281,21422,17308,67648,40759,74887,63608
E2079,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10832000,555232,35750,2111,24624,18126,23877,8946,118118,6731,104893,212056
E2080,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9817000,455881,81676,1851,33271,2452,8574,8371,72398,43406,77261,126621
E2081,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10196000,373793,88484,2074,33023,4136,28698,17515,50600,21848,99357,28058
E2082,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9860000,435078,67398,1816,13130,13966,117654,1895,8904,61933,71002,77380
E2083,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9970000,371897,68886,6965,39038,4649,30548,5573,48002,51314,104582,12340
E2084,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9958000,337465,40231,1182,20516,2529,28338,5593,6739,7665,109997,114675
E2085,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10366000,439801,110730,3798,26657,13699,46911,2233,1074,5407,85298,143994
E2086,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10366000,520826,93950,1832,30509,6481,105770,15587,75953,15890,89014,85840
E2087,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9840000,405431,93235,2495,16620,2637,18854,5307,102823,8804,90441,64215
E2088,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10804000,354101,39464,3253,17843,14567,23769,5621,2426,18549,128481,100128
E2089,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10269000,436541,77243,6159,27597,5310,5916,6019,91092,28529,96948,91728
E2090,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10457000,378245,43044,1271,61491,4082,33010,6120,62476,5472,111712,49567
E2091,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10118000,315412,69562,1705,22044,7540,13012,23270,32418,6194,74463,65204
E2092,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10372000,316568,52025,20878,20486,9482,16467,2853,12303,18119,94902,69053
E2093,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10452000,438078,66688,142,30583,4714,1454,1867,28972,3112,107662,192884
E2094,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9670000,387727,85992,698,18030,4804,17769,24386,24512,18352,109946,83238
E2095,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10177000,388734,90785,1496,43585,32753,7015,2784,30846,47292,91941,40237
E2096,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10148000,379170,53077,1814,17285,968,9792,6852,13836,6525,124193,144828
E2097,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10844000,684600,86206,786,26048,6514,10350,7701,316329,16258,106819,107589
E2098,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10595000,410162,107132,64548,13099,11343,25842,3392,4373,5997,97762,76674
E2099,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10224000,297226,90165,486,29793,5619,2422,6857,21262,2577,87593,50452
E2100,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10222000,627991,103688,3964,20734,7200,40224,13067,195119,5532,78903,159560
E2101,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10203000,568882,49543,45884,21827,20148,26516,4036,22545,10496,107585,260302
E2102,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10047000,786737,104566,2095,17846,1014,9836,2332,12000,5856,128368,502824
E2103,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10274000,317808,80305,4348,16228,10565,23746,12344,9850,3787,94674,61961
E2104,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9767000,556732,96541,2005,16082,20396,52232,5619,26536,198619,72377,66325
E2105,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9824000,353584,93458,950,30461,14752,10040,22601,37129,38943,90371,14879
E2106,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10379000,673593,153283,1320,23813,4315,3729,4931,160590,43305,95567,182740
E2107,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10237000,421407,123443,1076,44856,22140,30950,761,55989,6218,57443,78531
E2108,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10397000,363817,116183,2555,10624,4700,26562,783,22306,5649,105198,69257
E2109,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10017000,932300,69191,41951,22867,28279,18664,28325,214969,11264,102793,393997
E2110,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10797000,437487,84645,21103,24712,28581,8428,20944,37877,29820,97448,83929
E2111,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10032000,374505,140827,726,15005,16009,7057,2449,19532,21182,76658,75060
E2112,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10462000,600567,156811,17643,26249,4214,21231,77662,16970,4038,124726,151023
E2113,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9931000,552075,40015,4497,11337,1706,4069,8235,118440,105690,84327,173759
E2114,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10325000,740584,235214,7193,17990,5732,101147,7829,50370,41570,97671,175868
E2115,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10094000,335776,88468,1748,18451,3505,23549,4710,20883,8796,68373,97293
E2116,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10288000,659007,133058,71804,16045,15587,11928,16007,128811,35018,103017,127732
E2117,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10458000,847159,108846,8072,16583,5947,2981,15523,435496,14594,133562,105555
E2118,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10111000,275320,82397,1677,16303,4366,5584,45725,9395,3098,83371,23404
E2119,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10182000,455690,73094,8299,19453,8482,45896,993,115506,63655,82837,37475
E2120,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10709000,407660,56794,571,24062,6003,13647,7460,81138,53658,85044,79283
E2121,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10324000,391183,118601,10420,58167,2272,14078,4047,47313,2725,111030,22530
E2122,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9979000,320147,52133,611,23618,12015,31211,1633,14427,36790,70606,77103
E2123,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9812000,817059,42053,4249,11603,85412,2435,8230,3735,11710,98518,549114
E2124,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10537000,745255,190908,1569,16524,23497,23976,5280,71959,228014,114038,69490
E2125,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10094000,424693,47281,24142,12332,5208,6181,16265,16586,4900,97048,194750
E2126,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9826000,510911,93846,7529,32037,2130,48673,8216,141111,21573,81327,74469
E2127,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10082000,733052,122366,936,28001,13786,11758,4062,16593,247955,74837,212758
E2128,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10166000,373854,56294,267,12557,2734,10122,7970,22119,75527,136026,50238
E2129,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10181000,354436,98005,8371,8669,4137,2785,14279,5108,14876,91374,106832
E2130,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10088000,567604,73916,1721,9777,17561,9920,1596,19849,54746,96013,282505
E2131,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9739000,477368,209332,308,17697,10765,9523,6848,27643,53809,110384,31059
E2132,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9896000,355261,97554,1364,28900,11302,10330,15578,44856,702,107274,37401
E2133,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10045000,555473,140488,1090,15687,3760,54631,3341,41011,4523,81899,209043
E2134,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10094000,679853,60263,4872,16993,3625,12083,14755,52867,78198,114954,321243
E2135,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10323000,348896,77478,2531,18970,24064,6374,22821,4770,43882,105451,42555
E2136,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10179000,280228,45477,706,16493,2267,7569,19450,4205,2885,110153,71023
E2137,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10075000,709887,114072,802,13205,4577,5286,17696,13435,23040,114668,403106
E2138,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10567000,355777,65095,8533,21603,4457,11759,20331,65776,26133,92597,39493
E2139,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10576000,737403,54613,10653,35781,283915,1809,6938,73215,91792,105809,72878
E2140,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10123000,373695,120166,5858,36169,9781,7071,3092,1418,2799,99104,88237
E2141,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10980000,559544,75203,12255,20245,7130,29159,525,93280,31742,119884,170121
E2142,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10681000,712794,103301,3215,29667,8690,22330,6362,105505,180606,175520,77598
E2143,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9957000,357025,112881,5359,23590,17228,28372,2579,9623,6091,105608,45694
E2144,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10466000,482113,70578,488,64936,48672,14158,2731,78332,44921,72838,84459
E2145,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10017000,317405,90879,15317,20069,3222,11772,3431,27583,5941,89545,49646
E2146,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10150000,465914,120196,3617,15146,3885,32254,8413,62531,6534,142866,70472
E2147,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10390000,880881,81448,1348,10797,6515,21478,19468,80816,67643,93174,498194
E2148,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10884000,332664,82104,660,22014,7117,7427,3029,5943,22647,153719,28004
E2149,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10727000,367751,77455,5932,17364,3703,21963,22240,15508,3549,119969,80068
E2150,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9949000,561754,81962,54973,20120,4135,12448,8218,189361,14089,85251,91197
E2151,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9962000,655701,95333,366,18301,9949,14294,13763,272214,22032,94805,114644
E2152,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10408000,298413,77002,761,27901,4597,15453,8646,31889,12350,84519,35295
E2153,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10402000,460995,65602,9508,18791,15844,8179,16355,17381,22530,113736,173069
E2154,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10226000,517534,124050,2021,17579,2035,18767,5839,142036,6916,139204,59087
E2155,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10070000,1145988,90207,139,16075,29419,11712,15363,49182,74034,58452,801405
E2156,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10443000,506238,83546,1953,22698,135742,14226,804,45682,8477,107695,85415
E2157,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10245000,615330,60244,7400,22322,6262,2016,10143,296656,5537,82504,122246
E2158,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10233000,512919,53846,26,26352,6384,7163,3106,64024,71074,99551,181393
E2159,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9667000,646301,45298,3045,19771,20226,7598,3386,26099,21178,88713,410987
E2160,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10204000,458476,99348,9447,22787,1639,62012,8540,21884,53624,112585,66610
E2161,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9760000,511552,107474,29074,13841,6087,4349,3569,147026,31425,76828,91879
E2162,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10394000,511322,118051,736,22439,7008,26304,3814,16338,2372,126495,187765
E2163,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10234000,570012,69704,2163,15787,1542,11592,5794,27741,63083,100566,272040
E2164,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9508000,403572,69960,766,38333,11646,33675,4083,14884,10402,102764,117059
E2165,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10589000,392699,67112,804,35970,3449,38445,21798,8687,48675,105166,62593
E2166,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9426000,265484,49368,5033,16766,7179,16816,5014,54508,644,96664,13492
E2167,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9833000,563470,127574,16603,18549,3355,36187,97201,49847,11419,82261,120474
E2168,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9848000,683888,67531,2695,11189,72905,15487,26236,124648,174032,113993,75172
E2169,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10207000,375055,118662,24392,25594,37671,1626,4160,10274,4512,78201,69963
E2170,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9938000,381545,86285,4136,11662,1883,7597,2785,19094,36723,106404,104976
E2171,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9943000,531872,155276,12183,22078,7420,25019,9610,80610,13267,102810,103599
E2172,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9752000,877566,167252,23179,17555,16038,7912,6538,25840,54517,95265,463470
E2173,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10277000,426783,90001,5561,14634,27318,5628,4551,24686,129936,102900,21568
E2174,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10038000,480253,92827,12692,15063,24099,5850,20332,139707,41369,102877,25437
E2175,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10334000,378990,98040,164,17149,10631,1195,94121,28125,39119,85454,4992
E2176,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10656000,402866,60872,773,27429,7122,14416,4530,10380,18426,112721,146197
E2177,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9953000,404536,96620,8471,9524,3199,38071,41782,16271,11316,110717,68565
E2178,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10850000,488562,82417,5089,19900,12674,27703,4741,43037,6620,150859,135522
E2179,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10667000,449977,70812,29120,21356,3245,15099,21713,92572,605,108704,86751
E2180,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10207000,415594,72603,4465,19690,1594,23173,21481,22022,14364,95245,140957
E2181,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10302000,665666,138400,1431,25752,20334,2203,10103,177779,111881,115947,61836
E2182,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10566000,422666,127055,46671,26937,5844,18453,1908,66588,12876,88432,27902
E2183,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10607000,441704,48951,5595,26802,2731,6183,14506,124145,32949,115347,64495
E2184,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10533000,422024,56293,14391,38573,2593,9222,12406,11157,6770,110611,160008
E2185,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10243000,519820,59261,67699,17428,5401,3713,118326,6861,47993,130503,62635
E2186,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10349000,333393,76887,8677,18821,2107,10633,40721,28132,39125,79395,28895
E2187,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10503000,1011900,99755,67470,17972,9450,84693,5481,61509,13562,96852,555156
E2188,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10634000,698428,116057,15417,27926,10860,23545,4807,92011,22711,111146,273948
E2189,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10014000,449589,65001,347,10907,7587,13909,6109,29384,2886,110227,203232
E2190,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10622000,552860,149171,2792,23721,7078,21619,9291,17507,168681,85996,67004
E2191,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10348000,428677,65114,2070,36093,19924,37145,13320,57021,26666,107090,64234
E2192,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10248000,889697,146709,57733,26906,3514,78649,11022,176381,4028,86225,298530
E2193,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10142000,400504,49827,112,15409,1358,37689,1698,12356,76758,110663,94634
E2194,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9918000,730768,84147,6393,19891,3426,41145,18118,103853,33201,112369,308225
E2195,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10291000,609209,60902,17999,35835,1202,15362,10938,26046,185597,94878,160450
E2196,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,11025000,548608,54751,1922,29234,7296,28965,11530,50625,7633,138303,218349
E2197,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10118000,428971,86970,3927,34136,3914,12623,3415,91392,21376,112328,58890
E2198,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9973000,409882,87307,1292,26608,2447,10902,4097,18674,70873,124058,63624
E2199,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9503000,367794,82150,5907,30353,10778,23562,8699,26010,7453,91935,80947
E2200,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10280000,569853,36865,16671,21503,51392,13420,3299,129731,11857,110104,175011
E2201,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10384000,349412,64386,1560,16895,17949,10236,15796,19827,38459,130913,33391
E2202,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9884000,412803,142114,599,24834,1877,4090,21409,18781,33347,88148,77604
E2203,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10790000,572264,109992,3743,24281,26583,7961,22974,5982,64700,77675,228373
E2204,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10463000,508692,159895,984,7326,2197,51231,13393,4745,36315,142924,89682
E2205,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9830000,537270,78635,10291,13920,19199,82597,5076,109880,18129,90467,109076
E2206,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10443000,339706,60017,10188,28902,43653,24263,3065,8309,5171,108443,47695
E2207,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10280000,288300,103740,63,17238,20448,6002,11780,6614,2209,99824,20382
E2208,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10061000,538418,99084,5989,23493,15770,4315,7264,36462,97022,84125,164894
E2209,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9940000,441687,60064,1831,18204,4277,21420,9462,51367,87832,110166,77064
E2210,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10714000,434696,84458,2458,18229,20920,46729,6143,16738,9665,126164,103192
E2211,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10653000,356610,57234,21336,22429,9941,17349,10187,69254,2121,130431,16328
E2212,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10017000,645115,90602,8684,27460,10174,45519,80531,56550,41732,117263,166600
E2213,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9815000,796182,70018,3873,12895,14500,9529,7585,88809,3901,85083,499989
E2214,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10106000,335954,81008,5262,29247,1647,16303,5132,5427,17405,96317,78206
E2215,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10283000,510385,105532,5276,19724,5180,4554,7569,11496,3869,127224,219961
E2216,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9794000,430633,111734,667,17338,17521,13423,14007,32775,3568,105544,114056
E2217,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10827000,491285,72592,428,16687,9881,54112,11006,55792,14118,112237,144432
E2218,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10437000,399695,49771,7164,14012,12420,31818,13056,17488,4234,141523,108209
E2219,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10668000,497828,124557,35225,16606,3151,9179,57411,38138,3222,157528,52811
E2220,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10118000,310495,43230,4826,15356,14380,1835,17439,7022,40090,105890,60427
E2221,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9858000,646283,43331,93,32919,3644,19583,4072,23113,79736,83248,356544
E2222,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10457000,942009,50466,32622,35719,5586,10025,7557,249789,78751,108447,363047
E2223,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9978000,353047,71801,16439,25966,7270,9216,1162,18550,37925,73519,91199
E2224,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10010000,577500,81811,1351,10421,7637,7416,1263,228306,24133,89673,125489
E2225,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10855000,308189,81566,19941,13226,9385,7685,2228,21505,5857,98114,48682
E2226,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10491000,422542,106362,3472,21742,54764,8937,44753,3441,20275,121369,37427
E2227,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10043000,400667,94602,8622,24379,27487,23116,36435,28667,4936,113976,38447
E2228,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9846000,290204,49658,362,25836,5868,7815,12932,47199,23719,69258,47557
E2229,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10248000,352497,28310,6315,26703,9209,31053,1018,3849,15957,113757,116326
E2230,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10308000,377026,59935,20274,17614,10085,2887,2503,35883,75289,112350,40206
E2231,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10120000,486198,91124,24910,10697,2815,14146,12061,51971,95750,78414,104310
E2232,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9902000,624952,192402,5674,14007,35372,25540,71058,20186,66832,110221,83660
E2233,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10157000,377388,69579,462,17678,6269,59807,3865,50360,19002,111643,38723
E2234,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10832000,266091,46156,723,19350,21997,5474,1312,8398,2800,98694,61187
E2235,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9814000,285657,69933,471,14655,5365,6807,6836,20703,16392,74203,70292
E2236,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10208000,591073,84341,586,21751,11444,16831,29849,112180,97078,99759,117254
E2237,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10634000,478652,77104,3190,23482,2185,25830,4582,89609,3105,91603,157962
E2238,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9993000,729396,175440,2737,34709,7381,16913,35272,121074,4506,90921,240443
E2239,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9960000,280734,91755,12922,22319,9887,3907,11458,19220,1966,57631,49669
E2240,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10391000,467906,88450,1108,11352,11771,8004,2046,15649,21213,121681,186632
E2241,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10290000,312088,82748,6706,10889,5256,34614,8833,1552,13439,87832,60219
E2242,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10144000,778542,108682,368,21426,14023,5422,18765,231664,9380,98868,269944
E2243,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9805000,857786,61498,2314,17175,64414,87344,23175,4448,5403,67394,524621
E2244,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10828000,522239,31377,2640,13271,4904,19693,4134,22598,40306,124040,259276
E2245,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10388000,694751,142766,1510,22350,9679,7755,2488,30297,33740,112437,331729
E2246,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10754000,741163,89322,1360,15545,6079,19512,76324,77654,6669,143306,305392
E2247,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10563000,365220,71094,1157,11640,5919,11436,19793,72755,5297,95494,70635
E2248,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,9960000,931523,111197,3238,16818,99974,9596,8328,502911,16164,89554,73743
E2249,3_第3次産業,2_職員,3_500人以上、官公庁,4_50〜59歳,658.5597974,10275000,504030,88814,15531,19083,9387,10841,62843,43448,39521,111288,103274
