ID,世帯人員,就業人員,居住地域,住居の所有関係,就業・非就業の別,企業規模,未既婚,子ども有無,年齢階級（5歳階級）,年齢階級（65歳未満か否か）,集計用乗率,年間収入,消費支出額（合計）,食費,住居費,光熱・水道費,家具・家事用品費,被服及び履物費,保健医療費,交通・通信費,教育費,教養娯楽費,その他の消費支出,１ヶ月平均CM視聴率,CM視聴率の高低
C7979,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3757069,263871,112335,952,34643,16284,3706,5638,32322,0,22807,35181,13,中・低視聴率層
C7980,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3663972,115185,28180,23382,10105,4140,350,8730,9467,0,14653,16171,6.3,中・低視聴率層
C7981,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3650519,165112,46472,8017,12172,5994,6065,4419,11439,0,8431,62100,4.4,中・低視聴率層
C7982,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3771977,243712,77885,1620,26293,4317,1854,36018,44494,0,10288,40939,16.4,高視聴率層
C7983,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3935525,140829,51082,156,16091,10423,13428,1747,3898,0,14292,29707,8.5,中・低視聴率層
C7984,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3755281,288347,144442,7678,25895,3978,1577,2552,83168,0,8636,10417,13.6,中・低視聴率層
C7985,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3844941,223846,44182,420,16830,1925,2064,3329,62041,0,44019,49033,14.9,高視聴率層
C7986,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3652706,158892,34860,5453,17828,5586,5285,6514,10761,0,36800,35802,3.5,中・低視聴率層
C7987,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3766160,163104,38014,442,14721,2805,10088,12054,50520,0,5433,29022,16.9,高視聴率層
C7988,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3773097,79071,24674,5663,14194,1292,9312,3625,10936,0,5452,3919,4.2,中・低視聴率層
C7989,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3959508,143346,28754,10377,10919,2321,3026,1022,9415,0,51726,25784,8.9,中・低視聴率層
C7990,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3542759,422748,36499,1293,12736,5075,7145,39497,203790,0,18913,97795,7.4,中・低視聴率層
C7991,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3735178,200841,44411,3879,9063,24216,2434,27966,36271,0,30835,21762,15.1,高視聴率層
C7992,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3673292,154979,45366,9504,11842,6667,5307,3163,857,0,49766,22502,6.5,中・低視聴率層
C7993,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3666631,176007,50028,267,18714,5671,10241,931,6146,0,7368,76636,11,中・低視聴率層
C7994,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3748679,149883,69401,168,9079,5802,7862,8166,18771,0,20507,10125,15.1,高視聴率層
C7995,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3626265,144629,54533,2135,13688,4634,3975,7154,23579,0,4690,30237,10.9,中・低視聴率層
C7996,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3806284,226575,47083,206,10011,1668,16249,68736,14768,0,12149,55702,13.5,中・低視聴率層
C7997,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3775245,212124,26087,65232,6090,8932,3191,1907,88142,0,6229,6309,4.5,中・低視聴率層
C7998,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3789500,238689,85457,1291,21834,6695,2656,4327,12492,0,55649,48284,12.1,中・低視聴率層
C7999,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3827239,141402,43827,20574,28092,1544,4143,2170,3418,0,21589,16042,4.7,中・低視聴率層
C8000,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3660117,152000,60396,9951,17653,7712,13584,1558,7282,0,13651,20209,9.9,中・低視聴率層
C8001,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3675854,201846,106676,6036,23520,6765,3060,2071,30530,0,12575,10608,14.6,高視聴率層
C8002,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3815935,226122,45182,10756,7750,8475,4197,72484,6251,0,6980,64043,1,中・低視聴率層
C8003,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3868772,281191,46710,222,14533,1281,896,18590,12458,0,112300,74197,5.7,中・低視聴率層
C8004,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3666613,713502,28294,291,12998,16732,6461,2851,527240,0,16211,102420,5.4,中・低視聴率層
C8005,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3725072,212537,53141,5596,15044,6893,2500,31655,51165,0,28537,18002,10.7,中・低視聴率層
C8006,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3704652,260802,36557,20453,9276,8419,11360,5215,99328,0,24537,45653,5.7,中・低視聴率層
C8007,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3709223,102930,43002,1716,17187,2033,2339,6267,6040,0,4072,20270,11.5,中・低視聴率層
C8008,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3610093,255665,38312,14088,15795,8337,8590,15443,73233,0,29827,52037,4,中・低視聴率層
C8009,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3546394,189284,27952,732,22110,3742,2504,5001,13026,0,19323,94888,6.8,中・低視聴率層
C8010,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3786648,159421,36442,4577,16872,10587,1888,1168,17098,0,59525,11261,7.6,中・低視聴率層
C8011,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3758344,330687,47976,429,20542,1376,2026,4632,206164,0,14877,32661,2.8,中・低視聴率層
C8012,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3675254,164582,49550,261,14318,24937,10775,12934,17245,0,11024,23534,12.8,中・低視聴率層
C8013,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3626506,229211,32276,26712,15165,11001,19425,25873,47719,0,11430,39605,9.8,中・低視聴率層
C8014,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3947983,241913,54197,7326,17155,1108,20931,4130,2285,0,86809,47966,15.2,高視聴率層
C8015,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3637364,91926,37028,3647,11508,5621,971,2395,1993,0,11541,17217,9.9,中・低視聴率層
C8016,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3584892,197001,84305,2723,25939,8404,8157,7669,2730,0,6984,50085,10.9,中・低視聴率層
C8017,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3838818,208887,38277,9801,12576,10351,373,13691,31854,0,23565,68394,5,中・低視聴率層
C8018,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3728785,212701,44667,100,14058,7366,6261,11805,35754,0,35165,57520,4.3,中・低視聴率層
C8019,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,4144473,154714,35788,3357,8254,4198,5461,51301,2213,0,8627,35511,9,中・低視聴率層
C8020,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3511900,122764,48918,4862,10816,3632,2910,9561,2195,0,17751,22114,17.1,高視聴率層
C8021,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3669232,430934,123919,224,34612,26045,8350,17489,19030,0,149832,51428,10.8,中・低視聴率層
C8022,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3662316,333694,55837,988,13797,6792,25801,16126,59610,0,21925,132813,10,中・低視聴率層
C8023,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3985188,219473,47478,375,21027,1818,42918,979,19043,0,29217,56614,6.2,中・低視聴率層
C8024,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3728994,263044,49351,2934,13933,3278,2445,75151,10242,0,60796,44910,17.6,高視聴率層
C8025,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3698808,242699,41900,16342,19908,15361,5837,4002,1476,0,7314,130556,4.1,中・低視聴率層
C8026,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3614957,316102,28502,1639,20435,1285,17995,5906,168093,0,10650,61593,9.6,中・低視聴率層
C8027,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3822584,140600,43747,1489,16096,3531,2820,10278,28410,0,11911,22313,9.9,中・低視聴率層
C8028,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3838699,259386,59465,222,15239,3537,2107,7488,63984,0,19504,87835,9.8,中・低視聴率層
C8029,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3906714,144139,29275,6139,14909,28760,3320,7851,22606,0,7187,24087,8.3,中・低視聴率層
C8030,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3872923,309555,43906,4504,25788,2570,8522,20804,121097,0,11458,70902,12.1,中・低視聴率層
C8031,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,4016927,88443,21335,828,14835,2809,1177,6865,4582,0,22700,13308,11.3,中・低視聴率層
C8032,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3664515,173987,43564,305,13252,3569,1963,4649,2881,0,14244,89556,13.8,中・低視聴率層
C8033,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3679430,155065,44913,919,16322,1686,22269,6306,13164,0,10609,38874,9.1,中・低視聴率層
C8034,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3791656,243774,65779,1025,13073,23794,304,1693,561,0,85298,52243,9.6,中・低視聴率層
C8035,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3753850,170648,32458,924,39920,10344,3669,2887,4058,0,17237,59148,19.2,高視聴率層
C8036,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3843427,176864,49345,1970,9918,6740,5771,11001,29224,0,15713,47178,6.5,中・低視聴率層
C8037,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3820325,203051,78065,830,22861,2128,2187,2049,55863,0,11956,27109,15.6,高視聴率層
C8038,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3629403,169753,39976,11326,16599,4462,22132,4551,2709,0,14454,53542,3.2,中・低視聴率層
C8039,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3753156,181060,40171,3762,24350,14948,3580,18098,1858,0,17398,56890,11.5,中・低視聴率層
C8040,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3761294,184740,41955,3668,8221,4503,11360,12831,2468,0,49261,50470,9.3,中・低視聴率層
C8041,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3698667,177625,64047,510,21653,6416,6739,12077,23425,0,13928,28825,15.7,高視聴率層
C8042,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3731769,236797,38967,1406,11969,54821,3559,8430,25412,0,36972,55257,8.3,中・低視聴率層
C8043,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3425719,336276,45433,2822,14922,118935,1383,48830,45907,0,25561,32478,9.9,中・低視聴率層
C8044,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3642568,178397,38035,9612,10387,5529,3301,5122,19283,0,14234,72890,13.3,中・低視聴率層
C8045,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3453159,200994,54390,25492,14602,8011,3139,3051,50815,0,19699,21792,13.4,中・低視聴率層
C8046,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3808328,197815,60713,4158,22164,4949,4633,19458,7470,0,11633,62633,9.9,中・低視聴率層
C8047,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3587126,247662,41098,4035,14692,949,10857,6818,1651,0,32737,134822,4.2,中・低視聴率層
C8048,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3714534,189386,41035,1563,8841,18334,3035,8124,41823,0,31257,35370,8.6,中・低視聴率層
C8049,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3931724,124392,35705,10621,15144,16071,8926,9137,6884,0,7110,14790,12.3,中・低視聴率層
C8050,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3565388,334045,63577,83537,16609,3357,5261,2018,95452,0,14531,49699,15,高視聴率層
C8051,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3787095,180590,43765,3480,7224,6656,10793,32256,32501,0,26180,17731,17.6,高視聴率層
C8052,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3604431,513184,49554,56776,16219,3231,3169,32642,6232,0,17353,328003,14.2,高視聴率層
C8053,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3645695,323893,34170,1623,11845,9317,6961,35791,41061,0,16852,166270,8.9,中・低視聴率層
C8054,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3663244,272177,75853,25044,18772,25725,1437,2543,102866,0,9163,10770,17.6,高視聴率層
C8055,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3849552,287179,97562,191,24767,12191,4771,21347,10134,0,22004,94208,13.8,中・低視聴率層
C8056,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3884792,348290,30390,198056,9634,12314,9792,26573,25738,0,27404,8385,13.5,中・低視聴率層
C8057,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3740224,233161,91166,2580,24641,8370,2344,2931,10026,0,49850,41249,9.7,中・低視聴率層
C8058,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3691327,202720,54747,1606,16085,1471,5018,8779,17003,0,18217,79790,17,高視聴率層
C8059,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3569991,166060,65270,5288,21650,14700,3113,19381,3541,0,19422,13690,7.6,中・低視聴率層
C8060,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3812178,186660,42761,96,14136,1460,39523,405,27057,0,9259,51958,15,高視聴率層
C8061,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3514229,217595,53715,178,10978,10672,3845,15336,58699,0,37832,26336,17.9,高視聴率層
C8062,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3770413,121611,47273,11802,17346,2730,1481,894,1224,0,20721,18137,7.6,中・低視聴率層
C8063,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3827435,158209,39239,362,24504,1570,14835,5908,26474,0,1334,43978,10.1,中・低視聴率層
C8064,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3585517,213557,50157,520,9397,2547,9403,14877,75618,0,21549,29486,11.4,中・低視聴率層
C8065,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3644510,168709,55295,3694,17075,37513,538,13883,7744,0,11726,21236,10.2,中・低視聴率層
C8066,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3785592,260809,42115,305,16203,624,982,33337,85313,0,5064,76861,14.2,高視聴率層
C8067,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3836421,160289,37011,1866,17122,37099,1778,3253,8510,0,10561,43083,11.1,中・低視聴率層
C8068,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3692662,160258,36756,205,18557,2226,5882,12733,3494,0,24327,56076,18.8,高視聴率層
C8069,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3682272,167970,52769,129,12757,18548,7865,9249,4636,0,38465,23547,12,中・低視聴率層
C8070,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3766125,268997,52506,1690,10303,6373,3043,14170,22469,0,54184,104256,10.8,中・低視聴率層
C8071,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3672842,304273,38614,98776,12489,6349,23195,6388,15326,0,1990,101141,10.1,中・低視聴率層
C8072,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3666207,193467,27348,66,14528,59643,14729,23961,5477,0,20086,27626,5,中・低視聴率層
C8073,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3645536,168105,39571,38407,20599,1268,3540,13272,12078,0,9875,29493,15.8,高視聴率層
C8074,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3671067,112129,45150,4456,14549,2081,4767,11997,2633,0,12640,13852,3.1,中・低視聴率層
C8075,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3705270,204070,51191,2128,15606,1306,17355,70507,2343,0,8620,35011,14.9,高視聴率層
C8076,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3664150,219258,35009,14748,31603,4664,2984,14095,13760,0,10631,91760,4.3,中・低視聴率層
C8077,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3905618,271124,45719,3096,13837,7296,5877,18357,11762,0,17527,147648,9.4,中・低視聴率層
C8078,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3861477,171130,33862,2583,10765,1683,1302,2607,10938,0,47373,60011,7.8,中・低視聴率層
C8079,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3587200,144621,38794,12961,12631,6776,706,7162,6399,0,8562,50625,12,中・低視聴率層
C8080,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3840445,150216,55066,7326,11229,6564,2085,7582,29137,0,11934,19290,14.9,高視聴率層
C8081,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3673308,208925,94121,6819,21457,841,905,4550,11271,0,4728,64229,9,中・低視聴率層
C8082,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3821050,139420,45152,107,16090,4653,5535,27536,22925,0,8277,9140,8.8,中・低視聴率層
C8083,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3646267,157941,30888,29819,23995,2121,5408,1368,27004,0,11539,25795,10.4,中・低視聴率層
C8084,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3817928,179006,48327,1005,9614,2542,7109,1495,8320,0,13206,87385,15.1,高視聴率層
C8085,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3997883,107032,53358,499,14348,2777,3151,8699,1629,0,7028,15540,4,中・低視聴率層
C8086,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3539858,185581,28810,2626,15131,11024,27123,10317,28451,0,13706,48389,13.5,中・低視聴率層
C8087,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3584740,190801,40535,3028,15950,5547,2476,2824,2529,0,32907,85001,6.9,中・低視聴率層
C8088,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3978158,179956,69042,357,10122,7811,5445,17755,36372,0,14771,18277,11.5,中・低視聴率層
C8089,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,4151489,190418,31155,553,12429,5244,19191,13046,3367,0,87451,17980,18.2,高視聴率層
C8090,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3843149,211000,29627,115526,14194,393,3507,18528,3604,0,9226,16391,3.2,中・低視聴率層
C8091,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,大企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3518746,130465,54695,2935,17157,10361,4414,7434,5696,0,13537,14232,10.9,中・低視聴率層
C8092,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3744653,533535,52079,32101,14300,2205,6678,23114,357288,0,17571,28194,15.6,高視聴率層
C8093,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,既婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3623206,148685,38689,56431,6416,1888,1636,2560,10869,0,15366,14825,17.5,高視聴率層
C8094,2_2人,1_1人以下,都市圏,1_持ち家,2_非就業,中小企業,未婚,子ども無,9_65歳以上,2_65歳以上,572.0918947,3744563,205082,50921,13795,10366,5259,9094,22360,8920,0,15994,68369,8.5,中・低視聴率層
C8095,2_2人,1_1人以下,非都市圏,1_持ち家,2_非就業,大企業,既婚,子ども有,9_65歳以上,2_65歳以上,572.0918947,3931867,140895,43573,524,13606,4831,5445,10206,6437,0,7100,49168,9.4,中・低視聴率層
